Ano;Departamento;gabinete;sector;subsector;institucion;proyecto;monto;
2020;Lempira;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Fondo Hondureño de Inversión Social;ACTIVIDAD PILOTO DE INFRAESTRUCTURA EN EL OCCIDENTE DE HONDURAS;5300000.000000000000000000000000000000;
2020;Copan;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Fondo Hondureño de Inversión Social;ACTIVIDAD PILOTO DE INFRAESTRUCTURA EN EL OCCIDENTE DE HONDURAS;5000000.000000000000000000000000000000;
2020;Santa Barbara;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Fondo Hondureño de Inversión Social;ACTIVIDAD PILOTO DE INFRAESTRUCTURA EN EL OCCIDENTE DE HONDURAS;3500000.000000000000000000000000000000;
2020;Cortés;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Fondo Hondureño de Inversión Social;ACTIVIDAD PILOTO DE INFRAESTRUCTURA EN EL OCCIDENTE DE HONDURAS;1500000.000000000000000000000000000000;
2020;Valle;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Fondo Hondureño de Inversión Social;ACTIVIDAD PILOTO DE INFRAESTRUCTURA EN EL OCCIDENTE DE HONDURAS;2500000.000000000000000000000000000000;
2020;Choluteca;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Fondo Hondureño de Inversión Social;ACTIVIDAD PILOTO DE INFRAESTRUCTURA EN EL OCCIDENTE DE HONDURAS;2500000.000000000000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Fondo Hondureño de Inversión Social;ACTIVIDAD PILOTO DE INFRAESTRUCTURA EN EL OCCIDENTE DE HONDURAS;25521139.060000000000000000000000000000;
2020;Choluteca;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);85151568.811792900000000000000000000000;
2020;Copan;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);2375026.582136310000000000000000000000;
2020;El Paraíso;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);38614226.488735400000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);84331582.273310400000000000000000000000;
2020;Intibucá;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);27922786.984859000000000000000000000000;
2020;La Paz;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);34992641.867237000000000000000000000000;
2020;Lempira;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);43243621.142858100000000000000000000000;
2020;Ocotepeque;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);5492026.933676780000000000000000000000;
2020;Santa Barbara;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);2744351.915394110000000000000000000000;
2020;Cortés;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROGRAMA VIAL DE INTEGRACION VIAL REGIONAL II;218344859.000000000000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROGRAMA VIAL DE INTEGRACION VIAL REGIONAL II;37625009.000000000000000000000000000000;
2020;Choluteca;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);CORREDOR PACÍFICO-PROGRAMA DE INTEGRACIÓN VIAL REGIONAL;50642178.860737300000000000000000000000;
2020;Valle;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);CORREDOR PACÍFICO-PROGRAMA DE INTEGRACIÓN VIAL REGIONAL;38908083.139262700000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);CORREDOR PACÍFICO-PROGRAMA DE INTEGRACIÓN VIAL REGIONAL;47750422.000000000000000000000000000000;
2020;Choluteca;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Inversión Estratégica de Honduras (INVEST-HONDURAS);CENTROS DE ATENCIÓN INTEGRAL PARA MEJORAR LAS CONDICIONES DE VIDA DE LAS MUJERES HONDUREÑAS (CIUDAD MUJER);85480462.000000000000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;PROMOCION Y PROTECCION HUMANA;PROTECCION SOCIAL;Inversión Estratégica de Honduras (INVEST-HONDURAS);CENTROS DE ATENCIÓN INTEGRAL PARA MEJORAR LAS CONDICIONES DE VIDA DE LAS MUJERES HONDUREÑAS (CIUDAD MUJER);1625657.000000000000000000000000000000;
2020;El Paraíso;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);REHABILITACIÓN Y MEJORAMIENTO DEL CORREDOR DE ORIENTE CARRETERA TEGUCIGALPA-DANLÍ FASE I: TRAMO NETEAPA-DANLÍ;683547184.000000000000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;RECURSOS FORESTAL Y AMBIENTE;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROGRAMA PILOTO DE RESILIENCIA CLIMÁTICA (PPCR);8504085.000000000000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);Libramiento Anillo Periférico CA-5 Sur;159822927.000000000000000000000000000000;
2020;Intibucá;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);PAVIMENTACION DE LA CARRETERA LA ESPERANZA - CAMASCA;151199340.000000000000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;TRANSPORTE Y OBRAS PUBLICAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);FORTALECIMIENTO INTEGRAL DE LA RED DE ATENCIÓN DE TRAUMAS Y URGENCIAS  DE TEGUCIGALPA;0.000000000000000000000000000000;
2020;Atlántida;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROYECTO DE COMPETITIVIDAD RURAL EN HONDURAS (COMRURAL);26044245.213384000000000000000000000000;
2020;Comayagua;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROYECTO DE COMPETITIVIDAD RURAL EN HONDURAS (COMRURAL);28411912.597864700000000000000000000000;
2020;Copan;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROYECTO DE COMPETITIVIDAD RURAL EN HONDURAS (COMRURAL);27228076.477206600000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROYECTO DE COMPETITIVIDAD RURAL EN HONDURAS (COMRURAL);51413317.424415700000000000000000000000;
2020;Santa Barbara;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;AGROFORESTAL Y TURISMO;DESARROLLO PRODUCTIVO;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROYECTO DE COMPETITIVIDAD RURAL EN HONDURAS (COMRURAL);10654471.287129100000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);CONSTRUCCION DEL CORREDOR LOGISTICO VILLA DE SAN ANTONIO - GOASCORAN SECCION II Y III;5283308.000000000000000000000000000000;
2020;Comayagua;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);Ampliación y Mejoramiento de Carretera CA-5 Norte Segmentos I y II (Sección 2A) Tramo Las Mercedes-Empalme Villa de San Antonio;318313851.000000000000000000000000000000;
2020;Comayagua;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROYECTO CARRETERA VILLA DE SAN ANTONIO - GOASCORAN SECCION I;417139703.458767000000000000000000000000;
2020;La Paz;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Inversión Estratégica de Honduras (INVEST-HONDURAS);PROYECTO CARRETERA VILLA DE SAN ANTONIO - GOASCORAN SECCION I;209447776.541233000000000000000000000000;
2020;Colón;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;8310000.000000000000000000000000000000;
2020;Copan;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;2220000.000000000000000000000000000000;
2020;Cortés;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;2000000.000000000000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;1650000.000000000000000000000000000000;
2020;Intibucá;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;2220000.000000000000000000000000000000;
2020;Lempira;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;2220000.000000000000000000000000000000;
2020;Ocotepeque;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;4720000.000000000000000000000000000000;
2020;Olancho;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;4440000.000000000000000000000000000000;
2020;Valle;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;Obra de Mitigación de Riesgos Estructurales en las Riberas de los Ríos en los Departamentos de Copan Ocotepeque Intibucá Colon Cortes Francisco Morazán Lempira Valle y Olancho;2220000.000000000000000000000000000000;
2020;Atlántida;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN DE INFRAESTRUCTURA EN ÁREAS DEPORTIVAS Y DE CONVIVENCIA SOCIAL EN COLÓN INTIBUCÁ YORO COPÁN OCOTEPEQUE ATLÁNTIDA Y COMAYAGUA;2214285.710000000000000000000000000000;
2020;Colón;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN DE INFRAESTRUCTURA EN ÁREAS DEPORTIVAS Y DE CONVIVENCIA SOCIAL EN COLÓN INTIBUCÁ YORO COPÁN OCOTEPEQUE ATLÁNTIDA Y COMAYAGUA;2214285.710000000000000000000000000000;
2020;Comayagua;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN DE INFRAESTRUCTURA EN ÁREAS DEPORTIVAS Y DE CONVIVENCIA SOCIAL EN COLÓN INTIBUCÁ YORO COPÁN OCOTEPEQUE ATLÁNTIDA Y COMAYAGUA;2214285.710000000000000000000000000000;
2020;Copan;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN DE INFRAESTRUCTURA EN ÁREAS DEPORTIVAS Y DE CONVIVENCIA SOCIAL EN COLÓN INTIBUCÁ YORO COPÁN OCOTEPEQUE ATLÁNTIDA Y COMAYAGUA;1714285.740000000000000000000000000000;
2020;Intibucá;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN DE INFRAESTRUCTURA EN ÁREAS DEPORTIVAS Y DE CONVIVENCIA SOCIAL EN COLÓN INTIBUCÁ YORO COPÁN OCOTEPEQUE ATLÁNTIDA Y COMAYAGUA;2214285.710000000000000000000000000000;
2020;Ocotepeque;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN DE INFRAESTRUCTURA EN ÁREAS DEPORTIVAS Y DE CONVIVENCIA SOCIAL EN COLÓN INTIBUCÁ YORO COPÁN OCOTEPEQUE ATLÁNTIDA Y COMAYAGUA;2214285.710000000000000000000000000000;
2020;Yoro;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN DE INFRAESTRUCTURA EN ÁREAS DEPORTIVAS Y DE CONVIVENCIA SOCIAL EN COLÓN INTIBUCÁ YORO COPÁN OCOTEPEQUE ATLÁNTIDA Y COMAYAGUA;2214285.710000000000000000000000000000;
2020;Atlántida;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;6655216.470000000000000000000000000000;
2020;Colón;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;11902027.450000000000000000000000000000;
2020;Comayagua;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;13310432.940000000000000000000000000000;
2020;Copan;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;8873621.960000000000000000000000000000;
2020;Cortés;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;4436810.980000000000000000000000000000;
2020;Choluteca;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;2218405.490000000000000000000000000000;
2020;El Paraíso;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;2218405.490000000000000000000000000000;
2020;Francisco Morazán;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;8221326.420000000000000000000000000000;
2020;Intibucá;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;4436810.980000000000000000000000000000;
2020;Lempira;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;4436810.980000000000000000000000000000;
2020;Ocotepeque;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;13310433.400000000000000000000000000000;
2020;Santa Barbara;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;2218405.490000000000000000000000000000;
2020;Valle;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;4436810.980000000000000000000000000000;
2020;Yoro;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCIÓN Y PAVIMENTACIÓN DE 11040 METROS LINEALES DE CALLES EN LOS DEPARTAMENTOS FRANCISCO MORAZÁN EL PARAÍSO CHOLUTECA VALLE CORTÉS COMAYAGUA COPÁN ATLÁNTIDA COLÓN INTIBUCÁ LEMPIRA OC;14524431.970000000000000000000000000000;
2020;Olancho;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;CONSTRUCCION Y PAVIMENTACION CARRETERA CATACAMAS-CUEVAS DE TALGUA;28183065.000000000000000000000000000000;
2020;Atlántida;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;REHABILITACIÓN VIAL DEL CORREDOR DE OCCIDENTE: LA ENTRADA - COPAN RUINAS - EL FLORIDO Y LA ENTRADA-SANTA ROSA DE COPAN;0.000000000000000000000000000000;
2020;Colón;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;REHABILITACIÓN VIAL DEL CORREDOR DE OCCIDENTE: LA ENTRADA - COPAN RUINAS - EL FLORIDO Y LA ENTRADA-SANTA ROSA DE COPAN;0.000000000000000000000000000000;
2020;Comayagua;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;REHABILITACIÓN VIAL DEL CORREDOR DE OCCIDENTE: LA ENTRADA - COPAN RUINAS - EL FLORIDO Y LA ENTRADA-SANTA ROSA DE COPAN;0.000000000000000000000000000000;
2020;Copan;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;REHABILITACIÓN VIAL DEL CORREDOR DE OCCIDENTE: LA ENTRADA - COPAN RUINAS - EL FLORIDO Y LA ENTRADA-SANTA ROSA DE COPAN;0.000000000000000000000000000000;
2020;Cortés;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;REHABILITACIÓN VIAL DEL CORREDOR DE OCCIDENTE: LA ENTRADA - COPAN RUINAS - EL FLORIDO Y LA ENTRADA-SANTA ROSA DE COPAN;0.000000000000000000000000000000;
2020;Choluteca;Gabinete Sectorial de Infraestructura Servicios y Empresas Públicas;COMUNICACIONES Y ENERGIA;CARRETERAS;Secretaría de Infraestructura y Servicios Públicos;REHABILITACIÓN VIAL DEL CORREDOR DE OCCIDENTE: LA ENTRADA - COPAN RUINAS - EL FLORIDO Y LA ENTRADA-SANTA ROSA DE COPAN;0.000000000000000000000000000000;
