Ano;Departamento;gabinete;sector;subsector;institucion;proyecto;monto;
2023;Atlántida;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;0037 - Servicio de Administración de Rentas;Fortalecimiento Institucional y Operativo de la Administración Tributaria;2120742.157995570000000000000000000000;
2023;Atlántida;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACIÓN DEL ESTADO;0415 - Red Solidaria;Proyecto Transformación Digital para una Mayor Competitividad;3000005.400000000000000000000000000000;
2023;Atlántida;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;SEGURIDAD Y DEFENSA;0070 - Secretaría de Seguridad;PROGRAMA DE CONVIVENCIA CIUDADANA Y MEJORAMIENTO DE BARRIOS;52644275.030000000000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;0140 - Secretaría de Agricultura y Ganadería;Fortalecimiento del Abastecimiento de Agua Urbana;11537637.891000000000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;0140 - Secretaría de Agricultura y Ganadería;PROYECTO DE SEGURIDAD HIDRICA EN EL CORREDOR SECO DE HONDURAS;63985290.500000000000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;MEJORAMIENTO DE LA CALIDAD EN LA EDUCACIÓN PREBÁSICA EN HONDURAS;5093628.000000000000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;RECONSTRUCCION, AMPLIACION Y REHABILITACION DE INFRAESTRUCTURA EDUCATIVA E IMPLEMENTACION DE HUERTOS ESCOLARES PRODUCTIVOS EN CENTROS EDUCATIVOS DE HONDURAS, FASE I;29136370.093625600000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;FORTALECIMIENTO INSTITUCIONAL;0503 - Instituto Nacional de Formación Profesional;Equipamiento de Centros Regionales y Sub Regionales de INFOP e Implementación de Capacitaciones a Instructores;500000.000000000000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0244 - Dirección Nacional del Programa Ciudad Mujer;Centros de Atención Integral para mejorar las condiciones de vida de las mujeres hondureñas (Ciudad Mujer);0.000000000000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;88195410.210000000000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;PROYECTO DE APOYO A POBLACIONES VULNERABLES AFECTADAS POR CORONAVIRUS;87398020.000000000000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;HONDURAS - INICIATIVA REGIONAL DE ELIMINACIÓN DE LA MALARIA (IREM EN MESOAMÉRICA Y REPÚBLICA DOMINICANA (HO-G1250;2008041.250669020000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;PROYECTO DE RESPUESTA A EMERGENCIA HONDURAS COVID-19;10162256.403588800000000000000000000000;
2023;Choluteca;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;RESPUESTA INMEDIATA DE SALUD PÚBLICA PARA CONTENER Y CONTROLAR EL CORONAVIRUS (COVID-19) Y MITIGAR SU EFECTO EN LA PRESTACIÓN DE SERVICIOS EN HONDURAS (RISP-HO-2);23536494.830390800000000000000000000000;
2023;Choluteca;No aplica;3 - AGROFORESTAL Y TURISMO;FORESTAL;0415 - Red Solidaria;PROGRAMA DE RESTAURACIÓN DE BOSQUES RESILIENTES AL CLIMA Y SILVICULTURA PARA LA SOSTENIBILIDAD DE LOS SERVICIOS ECOSISTÉMICOS RELACIONADOS CON EL AGUA.;6044879.674881870000000000000000000000;
2023;Choluteca;No aplica;3 - AGROFORESTAL Y TURISMO;FORESTAL ;0150 - SECRETARÍA DE RECURSOS NATURALES Y AMBIENTE;PROGRAMANACIONAL DE REFORESTACION Y PROTECCION DE CUENCAS HIDROGRAFICAS PADRE ANDRES TAMAYO;25157347.777777700000000000000000000000;
2023;Choluteca;No aplica;3 - AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;0140 - Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL II)Tipo de proyecto: Inversión Pública;29882245.000000000000000000000000000000;
2023;Choluteca;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;0037 - Servicio de Administración de Rentas;Fortalecimiento Institucional y Operativo de la Administración Tributaria;350074.025452168000000000000000000000;
2023;Choluteca;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACIÓN DEL ESTADO;0415 - Red Solidaria;Proyecto Transformación Digital para una Mayor Competitividad;3000005.400000000000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;MEJORAMIENTO DE LA CALIDAD EN LA EDUCACIÓN PREBÁSICA EN HONDURAS;3183540.000000000000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;RECONSTRUCCION, AMPLIACION Y REHABILITACION DE INFRAESTRUCTURA EDUCATIVA E IMPLEMENTACION DE HUERTOS ESCOLARES PRODUCTIVOS EN CENTROS EDUCATIVOS DE HONDURAS, FASE I;80935500.000000000000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;FORTALECIMIENTO INSTITUCIONAL;0503 - Instituto Nacional de Formación Profesional;Equipamiento de Centros Regionales y Sub Regionales de INFOP e Implementación de Capacitaciones a Instructores;500000.000000000000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;10923942.210000000000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;PROGRAMA BONO DE ALIVIO A FAMILIAS VULNERABLES AFECTADAS POR FENÓMENOS NATURALES PRODUCTO DEL CAMBIO CLIMÁTICO;33745000.000000000000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;PROYECTO DE APOYO A POBLACIONES VULNERABLES AFECTADAS POR CORONAVIRUS;4508700.000000000000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;HONDURAS - INICIATIVA REGIONAL DE ELIMINACIÓN DE LA MALARIA (IREM EN MESOAMÉRICA Y REPÚBLICA DOMINICANA (HO-G1250;2220263.912947570000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;PROYECTO DE RESPUESTA A EMERGENCIA HONDURAS COVID-19;16526118.418474900000000000000000000000;
2023;Colón;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;RESPUESTA INMEDIATA DE SALUD PÚBLICA PARA CONTENER Y CONTROLAR EL CORONAVIRUS (COVID-19) Y MITIGAR SU EFECTO EN LA PRESTACIÓN DE SERVICIOS EN HONDURAS (RISP-HO-2);17102639.532602500000000000000000000000;
2023;Colón;No aplica;3 - AGROFORESTAL Y TURISMO;FORESTAL ;0150 - SECRETARÍA DE RECURSOS NATURALES Y AMBIENTE;PROGRAMANACIONAL DE REFORESTACION Y PROTECCION DE CUENCAS HIDROGRAFICAS PADRE ANDRES TAMAYO;50042326.813333300000000000000000000000;
2023;Colón;No aplica;3 - AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;0140 - Secretaría de Agricultura y Ganadería;Proyecto de inclusión económica y social de pequeños productores rurales en la región noreste de Honduras (PROINORTE);140159770.000000000000000000000000000000;
2023;Colón;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;0037 - Servicio de Administración de Rentas;Fortalecimiento Institucional y Operativo de la Administración Tributaria;3846208.269580690000000000000000000000;
2023;Colón;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACIÓN DEL ESTADO;0415 - Red Solidaria;Proyecto Transformación Digital para una Mayor Competitividad;1400002.520000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;0140 - Secretaría de Agricultura y Ganadería;Fortalecimiento del Abastecimiento de Agua Urbana;80763464.760800000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0022 - Fondo Hondureño de Inversión Social;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);21305889.227220000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;MEJORAMIENTO DE LA CALIDAD EN LA EDUCACIÓN PREBÁSICA EN HONDURAS;6685448.000000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);558984.328705101000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0511 - Universidad Nacional de Ciencias Forestales;Remodelación edificios y equipamiento en la Universidad Nacional de Ciencias Forestales;5817587.000000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;FORTALECIMIENTO INSTITUCIONAL;0503 - Instituto Nacional de Formación Profesional;Equipamiento de Centros Regionales y Sub Regionales de INFOP e Implementación de Capacitaciones a Instructores;300000.000000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0022 - Fondo Hondureño de Inversión Social;PROGRAMA DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA;2457000.000000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0022 - Fondo Hondureño de Inversión Social;PROGRAMA DE MEJORAMIENTO INTEGRAL DE LA INFRAESTRUCTURA Y FORMACION EDUCATIVA EN HONDURAS;8923428.890000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;38300008.120000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;PROYECTO DE APOYO A POBLACIONES VULNERABLES AFECTADAS POR CORONAVIRUS;10532260.000000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;HONDURAS - INICIATIVA REGIONAL DE ELIMINACIÓN DE LA MALARIA (IREM EN MESOAMÉRICA Y REPÚBLICA DOMINICANA (HO-G1250;1076067.162205970000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;PROYECTO DE RESPUESTA A EMERGENCIA HONDURAS COVID-19;13964562.817843100000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;RESPUESTA INMEDIATA DE SALUD PÚBLICA PARA CONTENER Y CONTROLAR EL CORONAVIRUS (COVID-19) Y MITIGAR SU EFECTO EN LA PRESTACIÓN DE SERVICIOS EN HONDURAS (RISP-HO-2);27832384.004109200000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0413 - Comisión Nacional del Deporte Honduras;Remodelación del Estadio Nacional José de la Paz Herrera y Parque de Pelota Lempira Reyna;2285088.350000000000000000000000000000;
2023;Comayagua;No aplica;2 - COMUNICACIONES Y ENERGIA;CARRETERAS;0411 - Secretaría de Infraestructura y Transporte;Rehabilitación sobre la carpeta asfáltica existente del Tramo Carretero: Siguatepeque - La Esperanza;455378061.000000000000000000000000000000;
2023;Comayagua;No aplica;2 - COMUNICACIONES Y ENERGIA;ENERGÍA;0801 - Empresa Nacional de Energía Eléctrica;APOYO AL PROGRAMA NACIONAL DE TRANSMISIÓN DE ENERGÍA ELÉCTRICA;58803408.190000000000000000000000000000;
2023;Comayagua;No aplica;2 - COMUNICACIONES Y ENERGIA;PROTECCIÓN SOCIAL;0022 - Fondo Hondureño de Inversión Social;Proyecto Recuperación de Emergencia a Causa de Ciclones Tropicales Eta e Iota en Honduras.;81339700.000000000000000000000000000000;
2023;Comayagua;No aplica;3 - AGROFORESTAL Y TURISMO;FORESTAL;0415 - Red Solidaria;MANEJO SOSTENIBLE DE BOSQUES;23187764.659000000000000000000000000000;
2023;Comayagua;No aplica;3 - AGROFORESTAL Y TURISMO;FORESTAL;0415 - Red Solidaria;PROGRAMA DE RESTAURACIÓN DE BOSQUES RESILIENTES AL CLIMA Y SILVICULTURA PARA LA SOSTENIBILIDAD DE LOS SERVICIOS ECOSISTÉMICOS RELACIONADOS CON EL AGUA.;23868269.333747200000000000000000000000;
2023;Comayagua;No aplica;3 - AGROFORESTAL Y TURISMO;FORESTAL ;0150 - SECRETARÍA DE RECURSOS NATURALES Y AMBIENTE;PROGRAMANACIONAL DE REFORESTACION Y PROTECCION DE CUENCAS HIDROGRAFICAS PADRE ANDRES TAMAYO;41866057.777777700000000000000000000000;
2023;Comayagua;No aplica;3 - AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;0140 - Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL II)Tipo de proyecto: Inversión Pública;58279952.000000000000000000000000000000;
2023;Comayagua;No aplica;3 - AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;0140 - Secretaría de Agricultura y Ganadería;PROYECTO DE DESAROLLO AGRICOLA BAJO RIEGO (PDABR);142939867.500000000000000000000000000000;
2023;Comayagua;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;0037 - Servicio de Administración de Rentas;Fortalecimiento Institucional y Operativo de la Administración Tributaria;536020.602309928000000000000000000000;
2023;Comayagua;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACIÓN DEL ESTADO;0415 - Red Solidaria;Proyecto Transformación Digital para una Mayor Competitividad;2800005.040000000000000000000000000000;
2023;Comayagua;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0505 - Instituto Hondureño de Antropología e Historia;Renovación Museográfica y Servicios de Turismo Cultural en el Museo de Comayagua y Formación de la Comunidad en la Protección del Patrimonio Cultural;2162217.000000000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;0140 - Secretaría de Agricultura y Ganadería;Fortalecimiento del Abastecimiento de Agua Urbana;46150551.087800000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0022 - Fondo Hondureño de Inversión Social;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);26739607.450000000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;MEJORAMIENTO DE LA CALIDAD EN LA EDUCACIÓN PREBÁSICA EN HONDURAS;19684385.000000000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);1225672.248415330000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0415 - Red Solidaria;Mejora de la Calidad Educativa para el Desarrollo de Habilidades para el Empleo: Proyecto Joven;51401514.060146500000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;FORTALECIMIENTO INSTITUCIONAL;0503 - Instituto Nacional de Formación Profesional;Equipamiento de Centros Regionales y Sub Regionales de INFOP e Implementación de Capacitaciones a Instructores;250000.000000000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0022 - Fondo Hondureño de Inversión Social;ACTIVIDAD PILOTO DE INFRAESTRUCTURA EN EL OCCIDENTE DE HONDURAS;767635.090000000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;15491683.020000000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;PROYECTO DE APOYO A POBLACIONES VULNERABLES AFECTADAS POR CORONAVIRUS;7130130.000000000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;APOYO AL SISTEMA INTEGRAL DE PROTECCIÓN SOCIAL 5008/BL-HO;6735373.535597070000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;PROYECTO DE RESPUESTA A EMERGENCIA HONDURAS COVID-19;15753758.923467500000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;RESPUESTA INMEDIATA DE SALUD PÚBLICA PARA CONTENER Y CONTROLAR EL CORONAVIRUS (COVID-19) Y MITIGAR SU EFECTO EN LA PRESTACIÓN DE SERVICIOS EN HONDURAS (RISP-HO-2);20448519.623696200000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0415 - Red Solidaria;PROYECTO DE MEJORA DE LA GESTION Y CALIDAD DE LOS SERVICIOS DE SALUD MATERNO-NEONATAL;112545844.000000000000000000000000000000;
2023;Copán;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0505 - Instituto Hondureño de Antropología e Historia;ACONDICIONAMIENTO Y PROMOCIÓN CULTURAL Y TURÍSTICA DE LOS PARQUES ARQUEOLÓGICOS DE EL PUENTE Y COPÁN RUINAS EN EL DEPARTAMENTO DE COPÁN Y LAS CUEVAS DE TALGUA EN EL DEPARTAMENTO DE OLANCHO;421310.000000000000000000000000000000;
2023;Copán;No aplica;2 - COMUNICACIONES Y ENERGIA;CARRETERAS;0411 - Secretaría de Infraestructura y Transporte;CONSTRUCCIÓN DE LAS OBRAS DE MITIGACIÓN , DEL CORREDOR DE OCCIDENTE, FALLA KM 57+000 , TRAMO 3;70000000.000000000000000000000000000000;
2023;Copán;No aplica;2 - COMUNICACIONES Y ENERGIA;PROTECCIÓN SOCIAL;0022 - Fondo Hondureño de Inversión Social;Proyecto Recuperación de Emergencia a Causa de Ciclones Tropicales Eta e Iota en Honduras.;23456552.000000000000000000000000000000;
2023;Copán;No aplica;3 - AGROFORESTAL Y TURISMO;FORESTAL ;0150 - SECRETARÍA DE RECURSOS NATURALES Y AMBIENTE;PROGRAMANACIONAL DE REFORESTACION Y PROTECCION DE CUENCAS HIDROGRAFICAS PADRE ANDRES TAMAYO;22938333.133333300000000000000000000000;
2023;Copán;No aplica;3 - AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;0140 - Secretaría de Agricultura y Ganadería;Integrando la Innovación para la Competitividad Rural (COMRURAL II)Tipo de proyecto: Inversión Pública;84794637.000000000000000000000000000000;
2023;Copán;No aplica;3 - AGROFORESTAL Y TURISMO;SEGURIDAD ALIMENTARIA;0140 - Secretaría de Agricultura y Ganadería;PROYECTO INTEGRAL DE DESARROLLO RURAL Y PRODUCTIVIDAD;29489982.272727300000000000000000000000;
2023;Copán;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACION DEL ESTADO;0037 - Servicio de Administración de Rentas;Fortalecimiento Institucional y Operativo de la Administración Tributaria;196410.004805207000000000000000000000;
2023;Copán;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;MODERNIZACIÓN DEL ESTADO;0415 - Red Solidaria;Proyecto Transformación Digital para una Mayor Competitividad;2200003.960000000000000000000000000000;
2023;Copán;No aplica;4 - FORTALECIMIENTO INSTITUCIONAL;SEGURIDAD Y DEFENSA;0022 - Fondo Hondureño de Inversión Social;PROYECTO CONVIVENCIA Y ESPACIOS SEGUROS PARA LOS JÓVENES EN HONDURAS;11653051.750000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;AGUA Y SANEAMIENTO;0140 - Secretaría de Agricultura y Ganadería;Fortalecimiento del Abastecimiento de Agua Urbana;51919369.795200000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0050 - Secretaría de Educación;MEJORAMIENTO DE LA CALIDAD EN LA EDUCACIÓN PREBÁSICA EN HONDURAS;3820224.000000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;EDUCACIÓN;0415 - Red Solidaria;Mejora de la Calidad Educativa para el Desarrollo de Habilidades para el Empleo: Proyecto Joven;47905136.673830400000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;FORTALECIMIENTO INSTITUCIONAL;0503 - Instituto Nacional de Formación Profesional;Equipamiento de Centros Regionales y Sub Regionales de INFOP e Implementación de Capacitaciones a Instructores;13200000.000000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0022 - Fondo Hondureño de Inversión Social;PROGRAMA DE INFRAESTRUCTURA PARA LA SEGURIDAD CIUDADANA;18975538.410000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0022 - Fondo Hondureño de Inversión Social;PROGRAMA DE MEJORAMIENTO INTEGRAL DE LA INFRAESTRUCTURA Y FORMACION EDUCATIVA EN HONDURAS;85345313.750000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0244 - Dirección Nacional del Programa Ciudad Mujer;Centros de Atención Integral para mejorar las condiciones de vida de las mujeres hondureñas (Ciudad Mujer);6404700.000000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0244 - Dirección Nacional del Programa Ciudad Mujer;SERVICIOS DE DESARROLLO EMPRESARIAL Y UN ENTORNO FAVORABLE PARA LAS EMPRESARIAS DE HONDURAS;7727837.500000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;FINANCIAMIENTO ADICIONAL AL PROYECTO DE INTEGRACIÓN DE LA PROTECCIÓN SOCIAL;12400824.300000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;PROTECCIÓN SOCIAL;0415 - Red Solidaria;PROGRAMA BONO DE ALIVIO A FAMILIAS VULNERABLES AFECTADAS POR FENÓMENOS NATURALES PRODUCTO DEL CAMBIO CLIMÁTICO;22400000.000000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;Construcción Hospital de Trauma San Pedro Sula;299082800.000000000000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;HONDURAS - INICIATIVA REGIONAL DE ELIMINACIÓN DE LA MALARIA (IREM EN MESOAMÉRICA Y REPÚBLICA DOMINICANA (HO-G1250;4547580.263096880000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;PROYECTO DE RESPUESTA A EMERGENCIA HONDURAS COVID-19;10792909.493483700000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0060 - Secretaría de Salud;RESPUESTA INMEDIATA DE SALUD PÚBLICA PARA CONTENER Y CONTROLAR EL CORONAVIRUS (COVID-19) Y MITIGAR SU EFECTO EN LA PRESTACIÓN DE SERVICIOS EN HONDURAS (RISP-HO-2);88413439.110729400000000000000000000000;
2023;Cortes;No aplica;1 - PROMOCION Y PROTECCION HUMANA;SALUD;0415 - Red Solidaria;PROYECTO DE MEJORA DE LA GESTION Y CALIDAD DE LOS SERVICIOS DE SALUD MATERNO-NEONATAL;23959621.000000000000000000000000000000;
2023;Cortes;No aplica;2 - COMUNICACIONES Y ENERGIA;CARRETERAS;0411 - Secretaría de Infraestructura y Transporte;LIBRAMIENTO SAN PEDRO SULA - PUERTO CORTÉS;28716895.159999800000000000000000000000;
2023;Cortes;No aplica;2 - COMUNICACIONES Y ENERGIA;CARRETERAS;0411 - Secretaría de Infraestructura y Transporte;Pavimentación con concreto Hidráulico del Tramo Carretero Amapa - San Antonio de Cortés (R90) con una longitud de 9.645 km, ubicado en el municipio de San Antonio de Cortés, Departamento de Cortés;112090638.000000000000000000000000000000;
2023;Cortes;No aplica;2 - COMUNICACIONES Y ENERGIA;CARRETERAS;0411 - Secretaría de Infraestructura y Transporte;Pavimentación con concreto Hidráulico del Tramo Carretero Peña Blanca - Los Naranjos (R72) con una longitud de 2.872 km , ubicado en el municipios de Santa Cruz de Yojoa, Departamento de Cortés.;36768704.000000000000000000000000000000;
2023;Cortes;No aplica;2 - COMUNICACIONES Y ENERGIA;ENERGÍA;0801 - Empresa Nacional de Energía Eléctrica;APOYO AL PROGRAMA NACIONAL DE TRANSMISIÓN DE ENERGÍA ELÉCTRICA;825972965.030000000000000000000000000000;
2023;Cortes;No aplica;2 - COMUNICACIONES Y ENERGIA;ENERGÍA;0801 - Empresa Nacional de Energía Eléctrica;PROYECTO DE FORTALECIMIENTO DEL COMPLEJO HIDROELÉCTRICO CAÑAVERAL-RÍO LINDO;588367891.000000000000000000000000000000;
2023;Cortes;No aplica;2 - COMUNICACIONES Y ENERGIA;ENERGÍA;0801 - Empresa Nacional de Energía Eléctrica;PROYECTO DE REHABILITACIÓN Y REPOTENCIACIÓN DEL COMPLEJO HIDROELÉCTRICO CAÑAVERAL-RÍO LINDO;2647017.000000000000000000000000000000;
2023;Cortes;No aplica;2 - COMUNICACIONES Y ENERGIA;PROTECCIÓN SOCIAL;0022 - Fondo Hondureño de Inversión Social;Proyecto Recuperación de Emergencia a Causa de Ciclones Tropicales Eta e Iota en Honduras.;49403461.000000000000000000000000000000;
